s,lift,drag
0.1,14.975226616134576,1.1699426068133447
0.15000000000000002,14.413804465329397,1.9729510993451416
0.2,15.56965688146831,1.0605546139218398
0.25,16.399141727594316,3.9059314657790583
0.30000000000000004,13.215848720417519,-0.9200045895129758
0.35,15.938499424733482,1.3917453263199546
0.4,16.03357475093507,2.1035701383117766
0.45000000000000007,13.10776682621689,1.3309992804944533
0.5,14.749081824440886,3.9658504923003743
0.55,10.732054147181811,1.3171706117536472
0.6,14.769204797290765,2.882932556789852
0.65,13.086377351899463,3.797936992945215
0.7000000000000001,13.041227398011735,3.964099500281929
0.75,13.672346591468736,3.6735363858014756
0.8,13.96563039115847,2.1261067083903473
0.85,14.503708158760594,2.727220010958848
0.9,13.997348299367737,3.655318227643879
0.9500000000000001,12.336138258883576,0.22837653767204769
1,13.530999900220035,1.0236037586829634
1.05,15.896596022900864,1.8515250589050596
1.1,13.098694873268473,3.3159075673757985
1.1500000000000001,16.514556065249817,2.937830678948109
1.2000000000000002,13.283672504386269,3.7521937913120955
1.2500000000000002,13.228798022616182,2.922114516179326
1.3000000000000003,16.225138956045257,2.1514900426175387
1.35,13.852463055721971,2.540849348642559
1.4000000000000001,11.36770336155752,-0.026262173812897416
1.4500000000000002,14.310137013637354,3.4897808345715355
1.5000000000000002,14.552708721771738,4.084383212261701
1.5500000000000003,13.263707990311646,2.680486453301942
1.6,12.967599857324121,2.268399642577348
1.6500000000000001,14.247154551279134,3.5578301765897358
1.7000000000000002,12.389891577816119,2.4079094897818454
1.7500000000000002,14.485221036602598,2.0872235145207645
1.8000000000000003,11.75510340965239,1.6534123435970092
1.85,14.615432496096913,1.0849965834711846
1.9000000000000001,11.862884852472927,5.190259672072447
1.9500000000000002,13.507092546351247,5.742036743588366
2,13.654154701618557,4.501631500417152
2.0500000000000003,14.705368597816715,2.008936669936402
2.1,16.510660136932664,2.419843529256585
2.1500000000000004,14.799880732147427,4.986955378238469
2.2,16.792471540276885,-0.04656052154671553
2.25,16.077364292314805,0.5386687737659024
2.3000000000000003,13.705987072471785,1.6969319233784597
2.35,13.867302609565929,0.9054935319851398
2.4000000000000004,14.88687370156108,3.3793732340622427
2.45,13.508312493557082,3.0811158895754485
2.5000000000000004,12.88883090298852,1.8447481032175204
2.5500000000000003,17.481513854161047,0.801456018579892
2.6,12.534995147052916,0.995233736351905
2.6500000000000004,14.301025412458575,0.7775427688621432
2.7,14.136121512213249,2.1446043580466476
2.7500000000000004,12.653716276193684,2.7746309226206267
2.8000000000000003,17.54050883260986,0.5976898528974155
2.85,13.747117171978779,2.7758233232038028
2.9000000000000004,15.873588471599279,2.4695272247763054
2.95,12.957436849218027,0.5480905442050745
3.0000000000000004,17.56365699809966,0.3251715574138019
3.0500000000000003,13.301464606745828,3.516778852692412
3.1,15.06068215832287,1.2144941190145262
3.1500000000000004,12.144352585724254,7.249125419474735
3.2,15.091746269169711,-0.04500730749105131
3.2500000000000004,13.74391445623593,0.012041063282667963
3.3000000000000003,11.839383484273323,2.399189073854182
3.35,16.501508154400643,1.7319673645783864
3.4000000000000004,14.627331696335158,5.673903257619969
3.45,14.38515823915984,5.472524115755099
3.5000000000000004,12.62304911830437,3.407659634396719
3.5500000000000003,13.126875904839835,4.562759326126994
3.6,16.336341976581746,0.3909835857901003
3.6500000000000004,14.514303342186757,4.49426175673802
3.7,13.564717600220849,0.5164429303456886
3.7500000000000004,15.573292106938739,3.6934262201157773
3.8000000000000003,11.167785750693026,5.208887360345148
3.85,16.12269826772245,3.728960516119751
3.9000000000000004,13.074093841613056,2.8117410554951476
3.95,14.65245424436914,2.3703703593708925
4,15.302151526349572,1.449925920218498
4.05,12.233095310578083,2.0154196627812793
4.1,13.439294214081055,5.07302840017123
4.1499999999999995,15.664853839698916,2.9411083535101032
4.2,13.132421263472052,1.479232175436219
4.25,13.157339422494836,1.4200254665703116
4.3,15.412211528224011,6.0443858615091814
